city,year,sport,discipline,event,gender,country_code,country,event_gender,medal,GDP
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,AUS,Australia,W,Gold,236135768335.274
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Women,KOR,"Korea, South",W,Silver,196964195387.371
Seoul,1988,Hockey,Hockey,hockey,Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Judo,Judo,60 - 65kg (half-lightweight),Men,KOR,"Korea, South",M,Gold,196964195387.371
Seoul,1988,Judo,Judo,86 - 95kg (half-heavyweight),Men,BRA,Brazil,M,Gold,330397381998.489
Seoul,1988,Judo,Judo,+ 95kg (heavyweight),Men,KOR,"Korea, South",M,Bronze,196964195387.371
Seoul,1988,Judo,Judo,+ 95kg (heavyweight),Men,JPN,Japan,M,Gold,3050637784817.52
Seoul,1988,Judo,Judo,65 - 71kg (lightweight),Men,FRA,France,M,Gold,1023504019381.13
Seoul,1988,Judo,Judo,- 60 kg,Men,JPN,Japan,M,Bronze,3050637784817.52
Seoul,1988,Judo,Judo,78 - 86kg (middleweight),Men,AUT,Austria,M,Gold,133339397080.129
Seoul,1988,Judo,Judo,86 - 95kg (half-heavyweight),Men,BEL,Belgium,M,Bronze,163167853538.124
Seoul,1988,Judo,Judo,- 60 kg,Men,KOR,"Korea, South",M,Gold,196964195387.371
Seoul,1988,Judo,Judo,86 - 95kg (half-heavyweight),Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Judo,Judo,60 - 65kg (half-lightweight),Men,JPN,Japan,M,Bronze,3050637784817.52
Seoul,1988,Judo,Judo,65 - 71kg (lightweight),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Judo,Judo,60 - 65kg (half-lightweight),Men,FRA,France,M,Bronze,1023504019381.13
Seoul,1988,Judo,Judo,78 - 86kg (middleweight),Men,JPN,Japan,M,Bronze,3050637784817.52
Seoul,1988,Judo,Judo,- 60 kg,Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,ITA,Italy,M,Silver,888667913418.625
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,ITA,Italy,M,Silver,888667913418.625
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,ITA,Italy,M,Silver,888667913418.625
Seoul,1988,Modern Pentathlon,Modern Pentath.,Individual competition,Men,ITA,Italy,M,Silver,888667913418.625
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Modern Pentathlon,Modern Pentath.,Team competition,Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,single sculls (1x),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,double sculls (2x),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,double sculls (2x),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,pair without coxswain (2-),Women,ROU,Romania,W,Gold,40809523809.5238
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,four without coxswain (4-),Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,NOR,Norway,M,Silver,101900260856.222
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,pair without coxswain (2-),Women,NZL,New Zealand,W,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Rowing,Rowing,coxless pair (2-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,coxless pair (2-),Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,single sculls (1x),Women,USA,United States,W,Silver,5252629000000
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,coxless pair (2-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,NOR,Norway,M,Silver,101900260856.222
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,four without coxswain (4-),Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,ITA,Italy,M,Gold,888667913418.625
Seoul,1988,Rowing,Rowing,pair-oared shell with coxswain (2+),Men,GBR,United Kingdom,M,Bronze,910122732123.799
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,ROU,Romania,W,Bronze,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Rowing,Rowing,four without coxswain (4-),Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,NOR,Norway,M,Silver,101900260856.222
Seoul,1988,Rowing,Rowing,four without coxswain (4-),Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,NOR,Norway,M,Silver,101900260856.222
Seoul,1988,Rowing,Rowing,four-oared shell with coxswain (4-),Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Rowing,Rowing,pair without coxswain (2-),Women,ROU,Romania,W,Gold,40809523809.5238
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Rowing,Rowing,pair without coxswain (2-),Women,NZL,New Zealand,W,Bronze,45176167471.8196
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,ROU,Romania,W,Silver,40809523809.5238
Seoul,1988,Rowing,Rowing,coxless pair (2-),Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Rowing,Rowing,eight with coxswain (8+),Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Sailing,Sailing,flying dutchman,Men,CAN,Canada,X,Bronze,507354351182.254
Seoul,1988,Sailing,Sailing,fleet/match race keelboat open (Soling),Men,USA,United States,X,Silver,5252629000000
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,BRA,Brazil,X,Bronze,330397381998.489
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,BRA,Brazil,X,Bronze,330397381998.489
Seoul,1988,Sailing,Sailing,fleet/match race keelboat open (Soling),Men,USA,United States,X,Silver,5252629000000
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,NZL,New Zealand,X,Silver,45176167471.8196
Seoul,1988,Sailing,Sailing,board (division II),Men,NZL,New Zealand,M,Gold,45176167471.8196
Seoul,1988,Sailing,Sailing,flying dutchman,Men,CAN,Canada,X,Bronze,507354351182.254
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,USA,United States,X,Silver,5252629000000
Seoul,1988,Sailing,Sailing,single-handed dinghy (Finn),Men,NZL,New Zealand,M,Bronze,45176167471.8196
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Women,USA,United States,W,Gold,5252629000000
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,GBR,United Kingdom,X,Gold,910122732123.799
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Women,SWE,Sweden,W,Silver,204068257817.6
Seoul,1988,Sailing,Sailing,single-handed dinghy (Finn),Men,ESP,Spain,M,Gold,375138723325.239
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,BRA,Brazil,X,Bronze,330397381998.489
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,FRA,France,X,Gold,1023504019381.13
Seoul,1988,Sailing,Sailing,flying dutchman,Men,NOR,Norway,X,Silver,101900260856.222
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,NZL,New Zealand,X,Silver,45176167471.8196
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Women,USA,United States,W,Gold,5252629000000
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,GBR,United Kingdom,X,Gold,910122732123.799
Seoul,1988,Sailing,Sailing,flying dutchman,Men,NOR,Norway,X,Silver,101900260856.222
Seoul,1988,Sailing,Sailing,two-person keelboat open (Star),Men,USA,United States,X,Silver,5252629000000
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,BRA,Brazil,X,Bronze,330397381998.489
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Women,SWE,Sweden,W,Silver,204068257817.6
Seoul,1988,Sailing,Sailing,Tornado - Multihull,Men,FRA,France,X,Gold,1023504019381.13
Seoul,1988,Sailing,Sailing,fleet/match race keelboat open (Soling),Men,USA,United States,X,Silver,5252629000000
Seoul,1988,Sailing,Sailing,board (division II),Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Men,FRA,France,M,Gold,1023504019381.13
Seoul,1988,Sailing,Sailing,470 - Two Person Dinghy,Men,FRA,France,M,Gold,1023504019381.13
Seoul,1988,Shooting,Shooting,50m running target (30+30 shots),Men,NOR,Norway,M,Gold,101900260856.222
Seoul,1988,Shooting,Shooting,50m rifle prone (60 shots),Men,KOR,"Korea, South",M,Silver,196964195387.371
Seoul,1988,Shooting,Shooting,50m rifle 3 positions (3x40 shots),Men,GBR,United Kingdom,M,Silver,910122732123.799
Seoul,1988,Shooting,Shooting,50m running target (30+30 shots),Men,CHN,China,M,Silver,312353631207.819
Seoul,1988,Shooting,Shooting,50m rifle 3 positions (3x40 shots),Men,GBR,United Kingdom,M,Gold,910122732123.799
Seoul,1988,Shooting,Shooting,10m air rifle (60 shots),Men,FRA,France,M,Silver,1023504019381.13
Seoul,1988,Shooting,Shooting,10m air pistol (60 shots),Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Shooting,Shooting,10m air pistol (60 shots),Men,CHN,China,M,Bronze,312353631207.819
Seoul,1988,Shooting,Shooting,50m pistol (60 shots),Men,SWE,Sweden,M,Silver,204068257817.6
Seoul,1988,Shooting,Shooting,50m pistol (60 shots),Men,ROU,Romania,M,Gold,40809523809.5238
Seoul,1988,Shooting,Shooting,trap (125 targets),Men,BEL,Belgium,X,Bronze,163167853538.124
Seoul,1988,Shooting,Shooting,skeet (125 targets),Men,ESP,Spain,X,Bronze,375138723325.239
Seoul,1988,Shooting,Shooting,25m pistol (30+30 shots),Women,JPN,Japan,W,Silver,3050637784817.52
Seoul,1988,Table Tennis,Table Tennis,doubles,Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,singles,Men,KOR,"Korea, South",M,Silver,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,doubles,Women,KOR,"Korea, South",W,Gold,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,doubles,Women,KOR,"Korea, South",W,Gold,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,singles,Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,doubles,Men,CHN,China,M,Gold,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,doubles,Men,KOR,"Korea, South",M,Bronze,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,doubles,Men,CHN,China,M,Gold,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,doubles,Women,CHN,China,W,Silver,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,singles,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,doubles,Men,KOR,"Korea, South",M,Bronze,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,singles,Men,KOR,"Korea, South",M,Gold,196964195387.371
Seoul,1988,Table Tennis,Table Tennis,singles,Women,CHN,China,W,Gold,312353631207.819
Seoul,1988,Table Tennis,Table Tennis,singles,Men,SWE,Sweden,M,Bronze,204068257817.6
Seoul,1988,Tennis,Tennis,doubles,Men,ESP,Spain,M,Silver,375138723325.239
Seoul,1988,Tennis,Tennis,doubles,Women,AUS,Australia,W,Bronze,236135768335.274
Seoul,1988,Tennis,Tennis,singles,Women,USA,United States,W,Bronze,5252629000000
Seoul,1988,Tennis,Tennis,singles,Men,USA,United States,M,Bronze,5252629000000
Seoul,1988,Tennis,Tennis,doubles,Men,ESP,Spain,M,Silver,375138723325.239
Seoul,1988,Tennis,Tennis,doubles,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Tennis,Tennis,doubles,Men,SWE,Sweden,M,Bronze,204068257817.6
Seoul,1988,Tennis,Tennis,doubles,Women,USA,United States,W,Gold,5252629000000
Seoul,1988,Tennis,Tennis,doubles,Women,USA,United States,W,Gold,5252629000000
Seoul,1988,Tennis,Tennis,doubles,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Tennis,Tennis,singles,Men,USA,United States,M,Silver,5252629000000
Seoul,1988,Tennis,Tennis,singles,Men,SWE,Sweden,M,Bronze,204068257817.6
Seoul,1988,Tennis,Tennis,doubles,Women,AUS,Australia,W,Bronze,236135768335.274
Seoul,1988,Tennis,Tennis,doubles,Men,SWE,Sweden,M,Bronze,204068257817.6
Seoul,1988,Tennis,Tennis,singles,Women,ARG,Argentina,W,Silver,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Women,PER,Peru,W,Silver,15439408447.2288
Seoul,1988,Volleyball,Volleyball,volleyball,Men,ARG,Argentina,M,Bronze,126206817196.091
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Women,CHN,China,W,Bronze,312353631207.819
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Volleyball,Volleyball,volleyball,Men,USA,United States,M,Gold,5252629000000
Seoul,1988,Weightlifting,Weightlifting,"- 52kg, total (flyweight)",Men,KOR,"Korea, South",M,Silver,196964195387.371
Seoul,1988,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",Men,KOR,"Korea, South",M,Bronze,196964195387.371
Seoul,1988,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",Men,CHN,China,M,Bronze,312353631207.819
Seoul,1988,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",Men,CHN,China,M,Bronze,312353631207.819
Seoul,1988,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)",Men,ROU,Romania,M,Silver,40809523809.5238
Seoul,1988,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)",Men,CHN,China,M,Bronze,312353631207.819
Seoul,1988,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",Men,TUR,Turkey,M,Gold,90852814004.9917
Seoul,1988,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",Men,CHN,China,M,Silver,312353631207.819
Seoul,1988,Weightlifting,Weightlifting,"- 52kg, total (flyweight)",Men,CHN,China,M,Bronze,312353631207.819
Seoul,1988,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),Men,JPN,Japan,M,Silver,3050637784817.52
Seoul,1988,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),Men,USA,United States,M,Bronze,5252629000000
